# verified GAV mapping — jlawyer.thirdparty:* -> Maven Central (Task 1.3)
# columns: synthetic	status	centralGav	localSha1	centralSha1	modules	candidates	notes
# generated from scripts/lib-gav-map.txt by SHA-1 verification against repo1.maven.org

jlawyer.thirdparty:jboss-ejb3-ext-api:2.3.0.Final	CENTRAL_OK	org.jboss.ejb3:jboss-ejb3-ext-api:2.3.0.Final	df9c1051dad5423c82f2a3718a61fa5754269aae	df9c1051dad5423c82f2a3718a61fa5754269aae	j-lawyer-server	org.jboss.ejb3:jboss-ejb3-ext-api:2.3.0.Final	Exact sha match on Central.
jlawyer.thirdparty:jboss-jaxb-api_2.3_spec:2.0.1.Final	CENTRAL_OK	org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.1.Final	0b3bfc1618b2f4b2c6aa11350df4aefb4dfe6856	0b3bfc1618b2f4b2c6aa11350df4aefb4dfe6856	j-lawyer-server-entities	org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.1.Final	Exact sha1 match on Central.
jlawyer.thirdparty:jboss-jaxrs-api_2.0_spec:1.0.0.Final	CENTRAL_OK	org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec:1.0.0.Final	dbf29e00dee135ef537b94167aa08b883f4d4cbf	dbf29e00dee135ef537b94167aa08b883f4d4cbf	j-lawyer-server/j-lawyer-server-io	org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec:1.0.0.Final	Exact sha1 match on Central.
jlawyer.thirdparty:jboss-jaxrs-api_2.1_spec:2.0.2.Final	CENTRAL_OK	org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:2.0.2.Final	4fd7b734cf9c53448a986001732252d35f4d6881	4fd7b734cf9c53448a986001732252d35f4d6881	j-lawyer-fax,j-lawyer-server/j-lawyer-io	org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:2.0.2.Final	Exact sha1 match.
jlawyer.thirdparty:jboss-servlet-api_4.0_spec:2.0.0.Final	CENTRAL_OK	org.jboss.spec.javax.servlet:jboss-servlet-api_4.0_spec:2.0.0.Final	d7b4e3420cf0b462bc599738ea4360fd05c15500	d7b4e3420cf0b462bc599738ea4360fd05c15500	j-lawyer-server	org.jboss.spec.javax.servlet:jboss-servlet-api_4.0_spec:2.0.0.Final	Exact sha1 match.
jlawyer.thirdparty:jcabi-log:0.17.1	CENTRAL_OK	com.jcabi:jcabi-log:0.17.1	ec31b0e7da834cbc678d7ea0a92c746178d5a523	ec31b0e7da834cbc678d7ea0a92c746178d5a523	j-lawyer-client	com.jcabi:jcabi-log:0.17.1	Exact sha1 match on Central.
jlawyer.thirdparty:jcabi-ssh:1.5.2	CENTRAL_OK	com.jcabi:jcabi-ssh:1.5.2	edab1169a50ce2443b118ea7b010d0ec36fba4e4	edab1169a50ce2443b118ea7b010d0ec36fba4e4	j-lawyer-client	com.jcabi:jcabi-ssh:1.5.2	Exact sha1 match on Central.
jlawyer.thirdparty:jcalendar:1.3.2	CENTRAL_OK	com.toedter:jcalendar:1.3.2	323a672aeacb5f5f4461be3b7f7d9d3e4bda80d4	323a672aeacb5f5f4461be3b7f7d9d3e4bda80d4	j-lawyer-client	com.toedter:jcalendar:1.3.2	Exact sha match under com.toedter.
jlawyer.thirdparty:jcommander:1.48	CENTRAL_OK	com.beust:jcommander:1.48	bfcb96281ea3b59d626704f74bc6d625ff51cbce	bfcb96281ea3b59d626704f74bc6d625ff51cbce	j-lawyer-client,j-lawyer-server/j-lawyer-server-ejb	com.beust:jcommander:1.48	Exact sha match.
jlawyer.thirdparty:jena-core:2.7.4	CENTRAL_OK	org.apache.jena:jena-core:2.7.4	329aaba0bee79717e7aa3d04d7fa4a7bc2a679e0	329aaba0bee79717e7aa3d04d7fa4a7bc2a679e0	j-lawyer-server	org.apache.jena:jena-core:2.7.4	Exact sha match on Central.
jlawyer.thirdparty:jena-iri:0.9.4	CENTRAL_OK	org.apache.jena:jena-iri:0.9.4	bcc96c399531a201832a88b60613ff35bc7a74cb	bcc96c399531a201832a88b60613ff35bc7a74cb	j-lawyer-server	org.apache.jena:jena-iri:0.9.4	Exact sha1 match.
jlawyer.thirdparty:jersey-client:0.0.0	CENTRAL_OK	org.glassfish.jersey.core:jersey-client:2.5.1	c9e57e0d97eeef7657ce7d5a7c8a09404b76c82f	765d78b586f87388a0f5d06348db7ffdb77c0ac1	j-lawyer-fax,j-lawyer-server	org.glassfish.jersey.core:jersey-client:2.5.1	Second local sha matches glassfish jersey-client 2.5.1 exactly (recovers version). First local sha c9e57e0d not found on Central (com.sun.jersey 1.x / glassfish 2.x checked, no match).
jlawyer.thirdparty:jersey-common:0.0.0	CENTRAL_OK	org.glassfish.jersey.core:jersey-common:2.5.1	45e026abfedf7099e6ba9b36e4e9d72044308b54	45e026abfedf7099e6ba9b36e4e9d72044308b54	j-lawyer-fax,j-lawyer-server	org.glassfish.jersey.core:jersey-common:2.5.1	True version 2.5.1 recovered by sha match.
jlawyer.thirdparty:jersey-container-servlet:0.0.0	CENTRAL_OK	org.glassfish.jersey.containers:jersey-container-servlet:2.5.1	e61c7b8f86a70611177e1551137c3bf4f341b8b1	e61c7b8f86a70611177e1551137c3bf4f341b8b1	j-lawyer-fax	org.glassfish.jersey.containers:jersey-container-servlet:2.5.1	True version 2.5.1 recovered by sha match.
jlawyer.thirdparty:jersey-container-servlet-core:0.0.0	CENTRAL_OK	org.glassfish.jersey.containers:jersey-container-servlet-core:2.5.1	fc5f22be9bc3ae7ad79e4a4239539988884d467f	fc5f22be9bc3ae7ad79e4a4239539988884d467f	j-lawyer-fax	org.glassfish.jersey.containers:jersey-container-servlet-core:2.5.1	Version recovered as 2.5.1 via sha1 match; consistent with Jersey 2.5.1 batch.
jlawyer.thirdparty:jersey-entity-filtering:2.5.1	CENTRAL_OK	org.glassfish.jersey.ext:jersey-entity-filtering:2.5.1	141944fe9f453199209b43e7592c0b420e3028cc	141944fe9f453199209b43e7592c0b420e3028cc	j-lawyer-fax	org.glassfish.jersey.ext:jersey-entity-filtering:2.5.1	Exact sha1 match on Central.
jlawyer.thirdparty:jersey-media-moxy:2.5.1	CENTRAL_OK	org.glassfish.jersey.media:jersey-media-moxy:2.5.1	a37f7b739d87424d45a8525cbe87bea145e106ef	a37f7b739d87424d45a8525cbe87bea145e106ef	j-lawyer-fax	org.glassfish.jersey.media:jersey-media-moxy:2.5.1	Exact sha1 match.
jlawyer.thirdparty:jersey-server:0.0.0	CENTRAL_OK	org.glassfish.jersey.core:jersey-server:2.5.1	c3f29f237c9d7139a9effc2a60195503a6f6c3d7	c3f29f237c9d7139a9effc2a60195503a6f6c3d7	j-lawyer-fax	org.glassfish.jersey.core:jersey-server:2.5.1	Version recovered as 2.5.1 via sha1 match; consistent with rest of Jersey 2.5.1 batch.
jlawyer.thirdparty:joda-time:2.1	CENTRAL_OK	joda-time:joda-time:2.1	8f79e353ef77da6710e1f10d34fc3698eaaacbca	8f79e353ef77da6710e1f10d34fc3698eaaacbca	j-lawyer-server/j-lawyer-server-ejb	joda-time:joda-time:2.1	Exact sha match on canonical groupId.
jlawyer.thirdparty:jollyday:0.5.10	CENTRAL_OK	de.jollyday:jollyday:0.5.10	9febc4320f9f1c20f0f72193f544051a71589d61	9febc4320f9f1c20f0f72193f544051a71589d61	j-lawyer-server/j-lawyer-server-ejb	de.jollyday:jollyday:0.5.10	sha matches.
jlawyer.thirdparty:jsoup:1.7.1	CENTRAL_OK	org.jsoup:jsoup:1.7.1	b0ff13ce3deb12f2731533a5136b9503921befdf	b0ff13ce3deb12f2731533a5136b9503921befdf	j-lawyer-client	org.jsoup:jsoup:1.7.1	Exact sha-1 match.
jlawyer.thirdparty:jsr305:3.0.2	CENTRAL_OK	com.google.code.findbugs:jsr305:3.0.2	25ea2e8b0c338a877313bd4672d3fe056ea78f0d	25ea2e8b0c338a877313bd4672d3fe056ea78f0d	j-lawyer-client	com.google.code.findbugs:jsr305:3.0.2;dev.mccue:jsr305:3.0.2	Two groupIds publish this; only com.google.code.findbugs sha1 matches local. dev.mccue sha differs.
jlawyer.thirdparty:junit:4.12	CENTRAL_OK	junit:junit:4.12	c413fe812ced04fda7f7ec65acc51d01a146f2fb	2973d150c0dc1fefe998f834810d68f278ea58ec	j-lawyer-server-common,j-lawyer-server-entities	junit:junit:4.12;org.robolectric:junit:4.12	Central junit:junit:4.12 sha matches 2nd local sha (2973d150...). robolectric variant did not match.
jlawyer.thirdparty:junit:3.8.2	CENTRAL_OK	junit:junit:3.8.2	07e4cde26b53a9a0e3fe5b00d1dbbc7cc1d46060	07e4cde26b53a9a0e3fe5b00d1dbbc7cc1d46060	j-lawyer-client,j-lawyer-fax,j-lawyer-server	junit:junit:3.8.2;org.mod4j.org:junit:3.8.2	sha matched junit:junit; org.mod4j.org:junit did not match.
jlawyer.thirdparty:junit:4.10	CENTRAL_OK	junit:junit:4.10	e4f1766ce7404a08f45d859fb9c226fc9e41a861	e4f1766ce7404a08f45d859fb9c226fc9e41a861	j-lawyer-client,j-lawyer-fax,j-lawyer-server	junit:junit:4.10;org.robolectric:junit:4.10	junit:junit:4.10 exact sha1 match; robolectric:junit:4.10 sha differs.
jlawyer.thirdparty:junit-jupiter-api:5.6.0	CENTRAL_OK	org.junit.jupiter:junit-jupiter-api:5.6.0	f29e6318333d2303ce4965c9819cfad08de7d1e5	f29e6318333d2303ce4965c9819cfad08de7d1e5	j-lawyer-server	org.junit.jupiter:junit-jupiter-api:5.6.0	Exact sha1 match.
jlawyer.thirdparty:junit-jupiter-engine:5.6.0	CENTRAL_OK	org.junit.jupiter:junit-jupiter-engine:5.6.0	83c9e737f6015d9e00029b9b1d51e952a884b8f9	83c9e737f6015d9e00029b9b1d51e952a884b8f9	j-lawyer-server	org.junit.jupiter:junit-jupiter-engine:5.6.0	Exact sha1 match.
jlawyer.thirdparty:junit-jupiter-params:5.6.0	CENTRAL_OK	org.junit.jupiter:junit-jupiter-params:5.6.0	b28e078d4e8424de01df02ec92410d225e5d6444	b28e078d4e8424de01df02ec92410d225e5d6444	j-lawyer-server	org.junit.jupiter:junit-jupiter-params:5.6.0	Exact sha1 match.
jlawyer.thirdparty:kernel:9.0.0	CENTRAL_OK	com.itextpdf:kernel:9.0.0	8d1964846876ef4cc6bbad19d488f8357bf81ce3	8d1964846876ef4cc6bbad19d488f8357bf81ce3	j-lawyer-client	com.itextpdf:kernel:9.0.0	iText kernel module; sha1 exact match
jlawyer.thirdparty:layout:9.0.0	CENTRAL_OK	com.itextpdf:layout:9.0.0	c85458bca261ea075fb94d60c053f597ccd05c67	c85458bca261ea075fb94d60c053f597ccd05c67	j-lawyer-client	com.itextpdf:layout:9.0.0	iText layout module; sha1 exact match
jlawyer.thirdparty:libphonenumber:8.12.18	CENTRAL_OK	com.googlecode.libphonenumber:libphonenumber:8.12.18	2e18a0d2de9a12dfea15f6b968f40c745c1761a1	2e18a0d2de9a12dfea15f6b968f40c745c1761a1	j-lawyer-server	com.googlecode.libphonenumber:libphonenumber:8.12.18	Exact sha match on Central.
jlawyer.thirdparty:log4j-1.2-api:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-1.2-api:2.17.2	8101f657252de8b2b8fb88e2b7cc8854924bf978	8101f657252de8b2b8fb88e2b7cc8854924bf978	j-lawyer-client	org.apache.logging.log4j:log4j-1.2-api:2.17.2	Exact sha1 match.
jlawyer.thirdparty:log4j-api:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-api:2.17.2	f42d6afa111b4dec5d2aea0fe2197240749a4ea6	f42d6afa111b4dec5d2aea0fe2197240749a4ea6	j-lawyer-client	org.apache.logging.log4j:log4j-api:2.17.2;org.lucee:log4j-api:2.17.2	Exact sha1 match on canonical group; org.lucee repackage differs in sha.
jlawyer.thirdparty:log4j-core:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-core:2.17.2	fa43ba4467f5300b16d1e0742934149bfc5ac564	fa43ba4467f5300b16d1e0742934149bfc5ac564	j-lawyer-client	org.apache.logging.log4j:log4j-core:2.17.2;org.lucee:log4j-core:2.17.2	Exact sha1 match on canonical group; org.lucee repackage differs in sha.
jlawyer.thirdparty:log4j-jcl:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-jcl:2.17.2	d44a7f3d306dcf910a0d19b3fbf53903ee7d09b6	d44a7f3d306dcf910a0d19b3fbf53903ee7d09b6	j-lawyer-client	org.apache.logging.log4j:log4j-jcl:2.17.2	Exact sha1 match.
jlawyer.thirdparty:log4j-jul:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-jul:2.17.2	6a479ffc13d5f0ca3df8117ed57419fc5d06de7f	6a479ffc13d5f0ca3df8117ed57419fc5d06de7f	j-lawyer-client	org.apache.logging.log4j:log4j-jul:2.17.2	Exact sha1 match.
jlawyer.thirdparty:log4j-over-slf4j:1.7.30	CENTRAL_OK	org.slf4j:log4j-over-slf4j:1.7.30	69af1f8a7ef3040a2881f7ec105e0a86fb158ab2	69af1f8a7ef3040a2881f7ec105e0a86fb158ab2	j-lawyer-fax,j-lawyer-server,j-lawyer-server-common,j-lawyer-server-entities,j-lawyer-server/j-lawyer-server-io	org.slf4j:log4j-over-slf4j:1.7.30	Exact sha1 match.
jlawyer.thirdparty:log4j-slf4j-impl:2.17.2	CENTRAL_OK	org.apache.logging.log4j:log4j-slf4j-impl:2.17.2	0183f7c95fc981f3e97d008b363341343508848e	0183f7c95fc981f3e97d008b363341343508848e	j-lawyer-client	org.apache.logging.log4j:log4j-slf4j-impl:2.17.2	Exact sha1 match.
jlawyer.thirdparty:lucene-analyzers-common:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-analyzers-common:4.7.0	399fa6b0d750c8e5c9e4ae73e6407c8b3ed4e8c1	399fa6b0d750c8e5c9e4ae73e6407c8b3ed4e8c1	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-analyzers-common:4.7.0	Exact sha1 match.
jlawyer.thirdparty:lucene-core:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-core:4.7.0	12d2b92d15158ac0d7b2864f537403acb4d7f69e	12d2b92d15158ac0d7b2864f537403acb4d7f69e	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-core:4.7.0	Exact sha match.
jlawyer.thirdparty:lucene-highlighter:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-highlighter:4.7.0	a9b14d6b65a9a990bff5d63ddc7a47ca155c2749	a9b14d6b65a9a990bff5d63ddc7a47ca155c2749	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-highlighter:4.7.0	Exact sha1 match.
jlawyer.thirdparty:lucene-memory:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-memory:4.7.0	60ada48c5e0e6617fe7b4f2be7e2565f1b6b8a64	60ada48c5e0e6617fe7b4f2be7e2565f1b6b8a64	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-memory:4.7.0	sha matches.
jlawyer.thirdparty:lucene-queries:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-queries:4.7.0	55b129d5227f22cea6ab919035f9d8698a7eb619	55b129d5227f22cea6ab919035f9d8698a7eb619	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-queries:4.7.0	sha matches.
jlawyer.thirdparty:lucene-queryparser:4.7.0	CENTRAL_OK	org.apache.lucene:lucene-queryparser:4.7.0	f78a804de1582c511224d214c2d9c82ce48379e7	f78a804de1582c511224d214c2d9c82ce48379e7	j-lawyer-server/j-lawyer-server-ejb	org.apache.lucene:lucene-queryparser:4.7.0	sha matches.
jlawyer.thirdparty:mysql-connector-java:8.0.33	CENTRAL_OK	com.mysql:mysql-connector-j:8.0.33	9e64d997873abc4318620264703d3fdb6b02dd5a	9e64d997873abc4318620264703d3fdb6b02dd5a	j-lawyer-server	com.mysql:mysql-connector-j:8.0.33;mysql:mysql-connector-java:8.0.33	Artifact renamed to com.mysql:mysql-connector-j; local sha matches that jar exactly.
jlawyer.thirdparty:odfdom-java:0.8.11-incubating	CENTRAL_OK	org.apache.odftoolkit:odfdom-java:0.8.11-incubating	96a5b1b4844e5dcb4729e653984b86daa5195096	96a5b1b4844e5dcb4729e653984b86daa5195096	j-lawyer-server	org.apache.odftoolkit:odfdom-java:0.8.11-incubating	Exact sha match on Central.
jlawyer.thirdparty:opencsv:5.10	CENTRAL_OK	com.opencsv:opencsv:5.10	915a31e408dcf4601519fbcf3ce30aef679c4926	915a31e408dcf4601519fbcf3ce30aef679c4926	j-lawyer-client	com.opencsv:opencsv:5.10	Exact sha match under com.opencsv.
jlawyer.thirdparty:openpdf:1.3.22	CENTRAL_OK	com.github.librepdf:openpdf:1.3.22	9074e7c0024faaa2efaf524886bee39959340a32	9074e7c0024faaa2efaf524886bee39959340a32	j-lawyer-client	com.github.librepdf:openpdf:1.3.22	Exact sha1 match.
jlawyer.thirdparty:org.eclipse.persistence.antlr:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.antlr:2.7.7	78712ed5187194106a5563f3de0539bed69ed8e5	78712ed5187194106a5563f3de0539bed69ed8e5	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.antlr:2.7.7	Exact sha1 match on Central.
jlawyer.thirdparty:org.eclipse.persistence.asm:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.asm:2.7.7	eea79261168918e4638d11dac47c80557473f56a	eea79261168918e4638d11dac47c80557473f56a	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.asm:2.7.7	sha matches.
jlawyer.thirdparty:org.eclipse.persistence.core:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.core:2.7.7	165ff90ef6904e7a14f84c2c921c4109558c676d	165ff90ef6904e7a14f84c2c921c4109558c676d	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.core:2.7.7	Exact sha1 match on Central.
jlawyer.thirdparty:org.eclipse.persistence.jpa:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.jpa:2.7.7	ceea5c43e5a92585846cc7a6f5d9f1e67fac6b84	ceea5c43e5a92585846cc7a6f5d9f1e67fac6b84	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.jpa:2.7.7	Exact sha1 match on Central.
jlawyer.thirdparty:org.eclipse.persistence.jpa.jpql:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.jpa.jpql:2.7.7	b4bcdecdc32c907d04108fe2e39f1cab3aaaf186	b4bcdecdc32c907d04108fe2e39f1cab3aaaf186	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.jpa.jpql:2.7.7	sha matches.
jlawyer.thirdparty:org.eclipse.persistence.moxy:2.7.7	CENTRAL_OK	org.eclipse.persistence:org.eclipse.persistence.moxy:2.7.7	8ded6b5cd72f934dd643a89c1cc792fc4079cab8	8ded6b5cd72f934dd643a89c1cc792fc4079cab8	j-lawyer-fax	org.eclipse.persistence:org.eclipse.persistence.moxy:2.7.7	Exact sha1 match on Central.
jlawyer.thirdparty:org.osgi.core:4.2.0	CENTRAL_OK	org.osgi:org.osgi.core:4.2.0	66ab449ff3aa5c4adfc82c89025cc983b422eb95	66ab449ff3aa5c4adfc82c89025cc983b422eb95	j-lawyer-fax	org.osgi:org.osgi.core:4.2.0	Exact sha1 match.
jlawyer.thirdparty:osgi-resource-locator:1.0.1	CENTRAL_OK	org.glassfish.hk2:osgi-resource-locator:1.0.1	4ed2b2d4738aed5786cfa64cba5a332779c4c708	4ed2b2d4738aed5786cfa64cba5a332779c4c708	j-lawyer-fax	org.glassfish.hk2:osgi-resource-locator:1.0.1	Exact sha1 match on Central.
jlawyer.thirdparty:outlook-message-parser:1.9.6	CENTRAL_OK	org.simplejavamail:outlook-message-parser:1.9.6	29ce0563eb70a2940083f0b39bcee37a44db3e63	29ce0563eb70a2940083f0b39bcee37a44db3e63	j-lawyer-client	org.simplejavamail:outlook-message-parser:1.9.6	Exact sha1 match on Central.
jlawyer.thirdparty:pdfa:9.0.0	CENTRAL_OK	com.itextpdf:pdfa:9.0.0	7564f6fd209dac10d3692054d021fbbbdb789c22	7564f6fd209dac10d3692054d021fbbbdb789c22	j-lawyer-client	com.itextpdf:pdfa:9.0.0	iText pdfa module; sha1 exact match
jlawyer.thirdparty:pdfbox:2.0.24	CENTRAL_OK	org.apache.pdfbox:pdfbox:2.0.24	cb562ee5f43e29415af4477e62fbe668ef88d18b	cb562ee5f43e29415af4477e62fbe668ef88d18b	j-lawyer-client	org.apache.pdfbox:pdfbox:2.0.24	Exact sha1 match.
jlawyer.thirdparty:pdfua:9.0.0	CENTRAL_OK	com.itextpdf:pdfua:9.0.0	51398f4a65f1eb1c2f4ac0a5824388027997a105	51398f4a65f1eb1c2f4ac0a5824388027997a105	j-lawyer-client	com.itextpdf:pdfua:9.0.0	Exact sha match under com.itextpdf.
jlawyer.thirdparty:poi:5.2.3	CENTRAL_OK	org.apache.poi:poi:5.2.3	2fb22ae74ad5aea6af1a9c64b9542f2ccf348604	2fb22ae74ad5aea6af1a9c64b9542f2ccf348604	j-lawyer-client	org.apache.poi:poi:5.2.3	Exact sha1 match.
jlawyer.thirdparty:poi:4.1.2	CENTRAL_OK	org.apache.poi:poi:4.1.2	964bf41cf68bce08e4ef6b2279b559fdf8d454f4	964bf41cf68bce08e4ef6b2279b559fdf8d454f4	j-lawyer-server/j-lawyer-server-ejb	org.apache.poi:poi:4.1.2	Exact sha match.
jlawyer.thirdparty:poi-excelant:4.1.2	CENTRAL_OK	org.apache.poi:poi-excelant:4.1.2	e650e49e8374af6e64886e7b7a7c2d8add383ab1	e650e49e8374af6e64886e7b7a7c2d8add383ab1	j-lawyer-server/j-lawyer-server-ejb	org.apache.poi:poi-excelant:4.1.2	Exact sha match.
jlawyer.thirdparty:poi-ooxml:4.1.2	CENTRAL_OK	org.apache.poi:poi-ooxml:4.1.2	87d9a22aa9a7dd26e80c360e709f7ee02e32ab3b	87d9a22aa9a7dd26e80c360e709f7ee02e32ab3b	j-lawyer-server/j-lawyer-server-ejb	org.apache.poi:poi-ooxml:4.1.2	Exact sha match.
jlawyer.thirdparty:poi-ooxml-schemas:4.1.2	CENTRAL_OK	org.apache.poi:poi-ooxml-schemas:4.1.2	550cc22a598c0b0a51d1f55f8371e83c1229802d	550cc22a598c0b0a51d1f55f8371e83c1229802d	j-lawyer-server/j-lawyer-server-ejb	org.apache.poi:poi-ooxml-schemas:4.1.2	Exact sha1 match on canonical groupId.
jlawyer.thirdparty:poi-scratchpad:5.2.3	CENTRAL_OK	org.apache.poi:poi-scratchpad:5.2.3	2a7fce47e22b7fedb1b277347ff4fe36d6eda50d	2a7fce47e22b7fedb1b277347ff4fe36d6eda50d	j-lawyer-client	org.apache.poi:poi-scratchpad:5.2.3	Exact sha1 match on Central.
jlawyer.thirdparty:poi-scratchpad:4.1.2	CENTRAL_OK	org.apache.poi:poi-scratchpad:4.1.2	1be379e91d3d3fb0cd11425451acdbfb0d2264e7	1be379e91d3d3fb0cd11425451acdbfb0d2264e7	j-lawyer-server/j-lawyer-server-ejb	org.apache.poi:poi-scratchpad:4.1.2	Exact sha1 match.
jlawyer.thirdparty:rtf-to-html:1.0.1	CENTRAL_OK	com.github.bbottema:rtf-to-html:1.0.1	56c7eb6b77addcaa77cbaa7e02a940ed960c3277	56c7eb6b77addcaa77cbaa7e02a940ed960c3277	j-lawyer-client	com.github.bbottema:rtf-to-html:1.0.1	Exact sha-1 match.
jlawyer.thirdparty:sign:9.0.0	CENTRAL_OK	com.itextpdf:sign:9.0.0	560d0292311b819c5485f63644af57607c6713c0	560d0292311b819c5485f63644af57607c6713c0	j-lawyer-client	com.itextpdf:sign:9.0.0	iText sign module; sha1 exact match
jlawyer.thirdparty:simple-odf:0.8.2-incubating	CENTRAL_OK	org.apache.odftoolkit:simple-odf:0.8.2-incubating	b9cb059b5a13c5690950f2bcb5b50cd25938e9de	b9cb059b5a13c5690950f2bcb5b50cd25938e9de	j-lawyer-server	org.apache.odftoolkit:simple-odf:0.8.2-incubating	Exact sha1 match.
jlawyer.thirdparty:slf4j-api:1.7.30	CENTRAL_OK	org.slf4j:slf4j-api:1.7.30	b5a4b6d16ab13e34a88fae84c35cd5d68cac922c	b5a4b6d16ab13e34a88fae84c35cd5d68cac922c	j-lawyer-fax,j-lawyer-server,j-lawyer-server-common,j-lawyer-server-entities,j-lawyer-server/j-lawyer-server-io	org.slf4j:slf4j-api:1.7.30	Exact sha match.
jlawyer.thirdparty:slf4j-api:1.7.36	CENTRAL_OK	org.slf4j:slf4j-api:1.7.36	6c62681a2f655b49963a5983b8b0950a6120ae14	6c62681a2f655b49963a5983b8b0950a6120ae14	j-lawyer-client	org.slf4j:slf4j-api:1.7.36	Exact sha1 match.
jlawyer.thirdparty:stax-ex:1.8.3	CENTRAL_OK	org.jvnet.staxex:stax-ex:1.8.3	4d69b68ee007aa15238cd4477392068b32747df3	4d69b68ee007aa15238cd4477392068b32747df3	j-lawyer-client	org.jvnet.staxex:stax-ex:1.8.3	Exact sha1 match.
jlawyer.thirdparty:styled-xml-parser:9.0.0	CENTRAL_OK	com.itextpdf:styled-xml-parser:9.0.0	b34f18fc87ab07c4cbef165bb52ed97dff7c4080	b34f18fc87ab07c4cbef165bb52ed97dff7c4080	j-lawyer-client	com.itextpdf:styled-xml-parser:9.0.0	iText styled-xml-parser module; sha1 exact match
jlawyer.thirdparty:svg:9.0.0	CENTRAL_OK	com.itextpdf:svg:9.0.0	e6f7859ba40954b48aaf6d42096f7c5430fcbec2	e6f7859ba40954b48aaf6d42096f7c5430fcbec2	j-lawyer-client	com.itextpdf:svg:9.0.0	iText svg module; sha1 exact match
jlawyer.thirdparty:TableLayout:0.0.0	CENTRAL_OK	tablelayout:TableLayout:20020517	0650b9e64c65d1a177568d7857d733c1cc33214e	0650b9e64c65d1a177568d7857d733c1cc33214e	j-lawyer-client	tablelayout:TableLayout:20050920;tablelayout:TableLayout:20020517	sha matched version 20020517; true version recovered.
jlawyer.thirdparty:txw2:2.3.3	CENTRAL_OK	org.glassfish.jaxb:txw2:2.3.3	12f70b0ea4fc1ad45315e842f63f7c9a46f46530	12f70b0ea4fc1ad45315e842f63f7c9a46f46530	j-lawyer-client	org.glassfish.jaxb:txw2:2.3.3	Exact sha1 match.
jlawyer.thirdparty:ws-commons-util:1.0.2	CENTRAL_OK	org.apache.ws.commons.util:ws-commons-util:1.0.2	3f478e6def772c19d1053f61198fa1f6a6119238	3f478e6def772c19d1053f61198fa1f6a6119238	j-lawyer-client,j-lawyer-fax,j-lawyer-server/j-lawyer-server-ejb	org.apache.ws.commons.util:ws-commons-util:1.0.2	Exact sha-1 match.
jlawyer.thirdparty:xchart:3.8.2	CENTRAL_OK	org.knowm.xchart:xchart:3.8.2	1f68e79789fcf48be03fb40dc12c54dc4bd1bdce	1f68e79789fcf48be03fb40dc12c54dc4bd1bdce	j-lawyer-client	org.knowm.xchart:xchart:3.8.2	Exact sha-1 match.
jlawyer.thirdparty:xmlbeans:3.1.0	CENTRAL_OK	org.apache.xmlbeans:xmlbeans:3.1.0	6dac1f897dfb3e3f17fc79b18a3353b2e51c464e	6dac1f897dfb3e3f17fc79b18a3353b2e51c464e	j-lawyer-server/j-lawyer-server-ejb	org.apache.xmlbeans:xmlbeans:3.1.0;org.lucee:xmlbeans:3.1.0	Canonical org.apache.xmlbeans matches; org.lucee repackage differs.
